gene	Normal tissue	Normal tissue	Normal tissue	Normal tissue	Normal tissue	Normal tissue	Normal tissue	Normal tissue	Normal tissue	Normal tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Normal tissue	Normal tissue	Normal tissue	Normal tissue	Normal tissue	Normal tissue	Normal tissue	Normal tissue	Normal tissue	Normal tissue	Normal tissue
Hsa.1929	6.797487911	6.103304731	6.39340845	6.849977071	5.478293393	6.160089368	6.213852093	6.577701698	6.989973998	7.066597899	7.232009256	6.61953134	6.5819076	6.228924174	6.517539862	6.325762425	7.066597899	6.568453872	6.633344487	6.306476286	6.910461884	6.519354712	6.222967806	6.720009202	7.291418785	6.692114879	6.333634365	6.236180888	6.309319383	6.537453893	6.728091671	6.841859527	6.705619011	6.964812232	6.882570085	5.750022926	6.257898764	5.795710818	5.873269458	6.764375094	6.437283591	6.243456566	5.952698042	6.916176116	6.912352402	5.270788136	7.378279471	6.697615556	6.289557848	6.849977071	6.38364577
Hsa.2967	6.824728852	6.252293076	6.66364303	6.66082173	7.134431289	6.864575578	7.048583551	8.302083892	6.819219043	7.448984852	8.703048998	7.077246445	9.250568148	8.171852316	7.536045378	7.707433725	8.324062199	8.922592075	6.325762425	7.763449057	8.563906633	7.066597899	7.561132706	8.384086025	7.314961058	8.277515387	7.553535161	7.950075146	8.608602999	6.609240709	7.96241002	7.122375477	8.667398873	8.812858399	7.888210019	7.192571223	5.226980799	8.900162716	8.822550273	8.029533927	7.915176794	6.547581176	7.517520813	7.130836236	6.856305035	7.381072605	9.52516557	6.830121582	6.836060539	7.391196461	6.656424863
Hsa.9102	6.306476286	7.551542065	6.545136372	7.012213608	6.300988681	6.720009202	6.125408471	6.45049557	7.572669669	6.335903196	6.052676724	7.489081392	6.635234811	5.860766605	5.745206965	6.243456566	6.001130298	5.685790979	6.298010816	6.806003841	6.190535212	6.035439446	5.81999362	6.705619011	6.577701698	6.611015275	6.125408471	5.890729097	6.333634365	5.15642402	6.505570839	6.762209485	5.783182027	7.234270451	6.052676724	6.627089023	6.76021236	6.004490519	6.141309504	5.894231024	6.429410791	6.457582113	6.464046354	6.035439446	5.860766605	6.817210623	5.980777153	6.156766513	6.539941747	4.786039815	6.692114879
Hsa.28468	6.85221838	6.745981115	5.828032037	6.238472542	7.545667012	6.530057649	6.286893068	8.17761886	7.012213608	7.543522076	7.450806835	5.536905187	6.118378483	6.633344487	6.868342655	6.350953435	6.817210623	6.904938535	5.422699613	7.487465343	7.280936863	6.579999558	6.476420887	6.968185536	7.678533127	6.739288469	7.648168516	6.489273072	8.449255833	7.061716978	7.429027364	7.331506439	8.086803965	5.91671163	6.681456067	7.274010608	6.707604051	7.350531466	7.066597899	7.06835703	6.795738045	6.44066291	7.93619623	8.11160687	7.825552793	5.927613587	5.685790979	6.249322995	7.257939812	7.530860638	7.161964053
Hsa.36897	6.993075342	6.292182085	7.271928338	6.335903196	6.832148881	6.386410464	6.403465652	7.459756823	6.335903196	6.263179831	7.612936253	7.919272795	6.168285525	8.049861721	7.37960615	6.333634365	6.974198072	8.432314241	5.606045755	6.61953134	5.755008153	6.348271262	6.754018952	7.130836236	7.234270451	6.085134035	6.766270279	7.314961058	8.434434528	6.916176116	8.309614239	7.879848031	6.7515419	6.737337855	6.749426135	6.830121582	6.650349969	5.422699613	6.306476286	9.28589437	7.607333894	5.977309471	6.936005256	7.132890227	6.932043259	6.464046354	6.375846621	6.067286887	8.474751997	7.616163441	7.108905483
Hsa.36943	7.100791183	6.088321496	7.160186983	6.88033597	6.886605212	7.026327102	5.81999362	7.288101017	6.900695442	6.598266261	7.264494057	6.306476286	6.505570839	7.857143259	7.033435435	7.023875947	6.114605475	7.448984852	6.532472817	7.035114805	6.840140352	6.665890605	6.876005922	6.66082173	6.801744859	7.192571223	7.508565389	6.424724372	7.071983016	6.550153452	7.510149052	6.443264416	7.190874482	6.530057649	6.781122771	5.70529125	6.211662255	8.492110974	7.078784385	7.42323115	6.424724372	5.261488352	7.371224398	6.67539482	6.188271376	6.395599088	6.937576003	6.366164257	7.67672716	6.858492427	6.635234811
Hsa.31677	6.982007283	6.118378483	6.813226759	5.472398675	7.427064076	6.539941747	7.709543009	7.314961058	6.213852093	6.896847996	6.61953134	6.001130298	6.268625756	6.683571954	6.79132046	6.88033597	6.849977071	6.914298322	6.554618557	7.700007829	7.274010608	5.593011535	7.071983016	6.894937038	5.56389618	7.050384082	6.222967806	6.455576465	7.700007829	6.824728852	7.302345587	5.92034325	6.730469042	6.76021236	6.366164257	5.465152962	6.160089368	5.40030654	7.070195404	6.621182208	6.906642369	5.543650538	6.353687539	7.313171231	5.823400115	5.721910628	6.756046191	5.305611673	6.004490519	7.122375477	6.781122771
Hsa.19843	8.872171928	9.791565449	8.7221316	11.21353984	9.056960172	9.496367698	9.393018447	10.43814862	10.56539695	10.59684229	9.167622496	9.76855173	9.741851857	9.819591448	10.40126887	9.475300008	9.82501082	9.606129657	7.389333656	10.1081467	10.35891329	9.479565806	9.470919584	9.579036983	9.990155672	10.01639585	9.901126495	9.671824379	10.19499112	11.30076954	9.957108362	10.36667861	11.21353984	9.300030704	9.975409552	11.28240216	5.99337123	9.140171321	9.439292357	9.649613721	10.84792936	10.57696154	11.10387059	10.43814862	11.67486278	9.203406816	9.393018447	10.0874021	9.116165762	11.42976375	9.687543878
Hsa.2789	8.120981968	7.69304736	7.624670483	7.070195404	7.648168516	8.63988623	7.522585328	7.875612627	7.873887599	7.837302381	8.049861721	7.772392269	7.398829182	8.271060089	6.864575578	7.077246445	8.331489102	7.761786051	8.035076659	7.770701187	4.515821901	7.777172578	8.322193486	6.918072635	7.624670483	7.270464137	8.281709466	7.478238584	7.527287813	6.884487636	8.150741456	7.318493245	8.402620827	7.200876462	7.612936253	7.044894674	7.737627889	5.873269458	8.186176556	7.040745753	7.139820327	6.654358849	7.506774011	7.268028042	5.484642315	8.21678653	7.7866069	7.42323115	8.420019963	7.834080542	4.472665949
Hsa.1316	8.285978615	6.263179831	5.980777153	7.181798281	7.730050435	7.342186528	8.240969783	7.360539862	6.208767702	7.59903698	7.033435435	6.843773174	5.860766605	7.228969157	6.025668272	7.262749571	6.503907787	6.035439446	7.145241912	5.77423019	5.074027486	5.730547928	7.490827591	6.163209785	6.932043259	6.257898764	6.882570085	8.190041297	5.504564012	7.306633566	6.150716893	6.147828587	7.163795736	6.843773174	7.239758653	6.665890605	8.667398873	7.510149052	7.298780982	6.564070797	6.407056646	6.918072635	7.401310335	7.244663063	7.726321453	7.246181261	6.778935558	7.79656824	7.306633566	8.509620506	7.939724225
Hsa.6317	7.850177762	7.834080542	8.481221978	7.256560253	6.728091671	8.062939192	8.135973187	8.232627492	7.809264024	7.809264024	7.770701187	8.20031725	5.323125965	4.554588852	4.848344288	5.133909501	4.90814659	5.10020451	5.122699434	4.694412935	4.90814659	5.270788136	5.384356242	6.067286887	5.4519768	6.419517144	6.038890677	6.39340845	6.692114879	5.086778288	6.004490519	7.209453366	5.700641073	7.886301346	6.211662255	6.523921068	8.19210824	5.912271265	7.139820327	5.006283544	7.792006219	7.173915652	5.997430822	6.286893068	5.846849146	7.480159562	6.910461884	6.350953435	6.016466845	6.38840899	6.989973998
Hsa.449	8.025278903	9.491849218	10.59684229	8.989418307	7.652164945	8.780664641	10.03698028	8.651843902	9.156722483	8.565988956	7.188861591	7.823467916	8.094350164	7.88249613	7.902840911	6.970024225	8.094350164	6.799933327	7.056753074	10.49414491	7.609577925	6.890736941	8.141775895	8.941594792	6.814910085	7.506774011	9.024599489	7.792006219	7.869538125	9.039771207	10.2351949	9.76855173	8.481221978	9.499967692	8.538998044	9.020672187	7.173915652	5.376782172	9.513043362	5.970141154	9.763245838	9.276508672	9.175801436	8.603626345	9.74716214	7.804297593	9.819591448	9.065321447	5.060131084	8.492110974	9.225100126
Hsa.3764	7.766771466	7.427064076	6.537453893	7.249445341	9.334979662	7.005577467	5.40030654	7.802165068	7.238042556	8.521490896	8.399016692	7.593903107	5.726026938	7.804297593	7.932570059	6.378950652	7.627016043	8.711193463	8.856498322	9.35816553	7.398829182	7.582909223	8.072561395	8.284091235	6.692114879	8.07102113	8.08867114	7.529053914	8.018675808	8.530428363	8.922592075	7.485682611	9.140171321	7.443083907	7.759864565	8.58298811	8.967930906	7.709543009	7.16540952	9.186874236	7.37300123	7.003787189	8.220768372	9.459195271	7.93619623	8.900162716	6.652634522	7.772392269	9.829554471	9.020672187	9.315666727
Hsa.19143	8.139559604	8.980073685	9.311458656	9.362195894	8.377839538	8.601228036	8.319854913	7.582909223	9.375202027	8.66483491	8.672734425	7.958040934	8.067530644	7.718757127	8.190041297	7.510149052	8.362090172	8.261975841	8.53661133	8.477107363	7.671911958	7.499364994	7.314961058	7.818047117	9.393018447	7.919272795	5.805304939	7.494425934	7.183569754	7.878195318	7.71630504	7.405738516	6.741627905	5.885668824	5.838345923	6.100886114	7.014457884	6.417052156	8.036731081	5.074027486	8.697880066	7.902840911	6.208767702	7.604266258	8.24290594	8.549084091	6.906642369	3.908843892	6.453177687	6.431755043	5.422699613
Hsa.44067	6.206119495	7.837302381	8.179487774	6.76021236	6.483514155	6.508293181	7.028187697	7.593903107	7.609577925	5.465152962	6.309319383	7.99992001	6.747723058	4.663858766	5.111697726	6.091228913	5.384356242	6.193520591	6.238472542	5.961025791	6.335903196	6.474263319	6.097661765	6.749426135	6.073630225	6.527640954	6.174716324	6.519354712	6.554618557	6.328356432	6.906642369	6.957545822	5.020275642	7.563041238	6.862325401	7.06835703	7.956244054	6.521521924	7.590122193	4.736753246	7.775353274	7.403528873	6.959227951	6.311811293	5.902976051	7.867389352	6.974198072	7.128922298	6.617203199	6.434838039	6.498860785
Hsa.2275	6.882570085	7.483794978	7.525376829	6.778935558	6.683571954	7.574918193	6.770650041	8.150741456	6.527640954	7.749495341	7.644650617	7.69304736	6.79132046	6.029160743	6.338651569	6.566248038	6.338651569	5.980777153	7.044894674	6.368413522	6.725936813	6.171949946	6.453177687	5.860766605	5.783182027	6.375846621	6.877940126	7.035114805	6.056202416	7.376465721	7.338418664	6.016466845	7.021708963	7.046671652	7.763449057	7.130836236	7.123944488	7.143740336	7.410585387	6.882570085	8.352395182	7.489081392	6.978203012	7.036898545	6.648349463	7.724378522	8.181835142	8.023212419	6.508293181	7.447221902	7.345847313
Hsa.1902	9.579036983	9.717693281	10.03698028	10.68987049	10.21779377	10.40126887	7.722474839	10.1081467	10.49414491	10.60864622	7.387581007	5.49875529	7.642979835	9.629040452	9.311458656	7.652164945	9.225100126	4.762563145	6.038890677	8.483653273	8.317592775	8.105602724	8.527957446	8.567691781	9.430693992	7.722474839	7.394490355	8.309614239	9.116165762	10.88660755	7.329760177	7.915176794	11.42976375	7.382610082	9.239427608	9.912367614	5.252665432	8.07102113	7.323659163	7.761786051	7.543522076	10.82183402	10.83618846	10.1364287	11.52325043	9.713562791	7.17068913	11.00494963	6.208767702	9.717693281	8.984044448
Hsa.578	7.234270451	8.578391562	8.623155802	8.268391077	7.340438796	7.853623468	8.549084091	8.05393026	8.534379451	7.365230261	7.320408975	8.455946276	8.302083892	7.387581007	7.652164945	7.430603625	7.520791012	7.588169367	7.735854058	7.838932457	7.984850243	7.385890226	7.724378522	8.333800973	7.612936253	8.451132659	7.664153629	7.387581007	7.209453366	7.605607359	7.600933211	8.017000538	7.718757127	8.277515387	8.551822356	8.302083892	7.412295301	7.148965257	8.085349094	7.724378522	8.24290594	8.404937585	8.812858399	6.701385841	6.71805664	7.286325236	7.465584836	8.408629008	6.471512648	6.723844775	8.025278903
Hsa.555	5.543650538	6.635234811	6.670592293	5.347597081	4.583924706	6.306476286	7.10297639	6.04882258	6.238472542	5.617608466	5.484642315	6.904938535	6.994760364	6.464046354	5.296451486	6.138484862	5.92034325	5.795710818	5.197302315	6.485564463	6.156766513	6.257898764	7.038819892	6.758418814	5.860766605	7.65368069	6.503907787	6.208767702	7.224516775	6.220136447	7.274010608	7.522585328	6.122161693	8.348239131	6.358856764	6.008764745	6.542742329	6.246230308	8.438301572	6.783391171	6.403465652	6.766270279	6.495687427	6.478760488	6.226107601	6.519354712	6.836060539	6.625046548	6.134615112	5.726026938	6.238472542
Hsa.1775	7.487465343	5.288042952	5.778454477	5.559649696	6.929779546	7.181798281	7.579600616	6.368413522	5.70529125	6.683571954	7.277425397	6.196369712	6.527640954	7.113370818	7.172262961	7.145241912	7.246181261	7.151988732	7.311607704	6.108989767	6.181740583	6.320240085	7.362223827	7.314961058	5.575746612	7.572669669	7.172262961	8.092271217	7.15049744	6.263179831	5.931183581	6.906642369	6.249322995	7.253074303	6.813226759	6.257898764	6.821358418	7.658790794	7.576518481	6.989973998	6.398655438	7.572669669	5.391802083	6.429410791	7.044894674	6.654358849	7.018070924	6.303901508	6.401135513	6.623182948	6.320240085
Hsa.1620	7.871238544	6.539941747	6.328356432	6.527640954	7.100791183	6.709657507	8.141775895	5.575746612	6.105776742	6.873892559	7.213279856	6.656424863	7.306633566	6.892569256	6.741627905	7.344030972	7.567141574	6.525750642	7.123944488	5.472398675	6.108989767	6.673100449	6.668173581	5.898695973	8.072561395	6.793509967	7.0517808	7.58654806	6.103304731	6.892569256	6.38364577	6.493230497	6.668173581	6.627089023	6.61510157	6.333634365	7.222673391	7.635569517	6.970024225	6.398655438	6.641445807	7.234270451	6.363247396	6.320240085	6.61510157	6.670592293	6.705619011	6.972107098	6.613208432	6.943136777	6.213852093
Hsa.10314	8.93661467	7.322188396	7.917229617	7.028187697	7.657162832	8.379815037	9.293308477	7.080662821	6.85221838	8.006051844	8.313852914	7.236301267	7.502880555	8.245023588	7.986398089	8.68229577	8.081939517	7.256560253	7.809264024	6.799933327	6.873892559	7.530860638	8.029533927	7.590122193	8.426076694	8.033139657	7.555297895	8.331489102	7.056753074	7.371224398	7.436426776	7.295195697	6.927928942	7.271928338	8.530428363	6.858492427	7.724378522	8.127393645	6.961040732	7.291418785	6.390715386	7.633673774	7.028187697	7.378279471	7.279228637	6.884487636	8.086803965	8.266389851	7.376465721	7.41592028	6.932043259
Hsa.14763	7.485682611	6.461743472	5.261488352	6.896847996	7.234270451	6.059639277	6.478760488	6.695194608	5.651107259	6.884487636	7.309926633	6.498860785	7.061716978	7.000038176	6.600464482	7.344030972	7.012213608	6.325762425	7.461721031	5.75892381	6.211662255	7.430603625	6.7515419	6.517539862	7.467175596	6.677249065	7.088827554	7.802165068	5.898695973	6.866491256	6.038890677	6.505570839	7.20444651	7.053277786	7.306633566	6.38091765	7.768923842	7.541837294	6.737337855	7.33659294	6.38840899	7.749495341	6.570470276	6.042153594	6.709657507	7.207669333	6.252293076	7.023875947	6.840140352	6.945026534	7.236301267
Hsa.42746	6.04882258	6.808343527	7.000038176	6.530057649	5.36873456	6.902748542	6.360927772	6.854271199	6.71805664	6.635234811	6.038890677	7.044894674	6.370577735	5.197302315	5.353642013	5.226980799	5.279716908	5.060131084	5.18831924	5.331465986	5.478293393	5.226980799	5.912271265	6.303901508	4.90814659	6.489273072	6.366164257	5.536905187	6.617203199	6.378950652	6.776537037	6.978203012	6.271101518	6.873892559	6.598266261	6.72201423	6.61510157	5.923436758	6.699320569	6.134615112	6.386410464	6.966404045	7.25494783	6.577701698	6.025668272	7.010314234	6.948122271	7.454203759	6.193520591	5.791116664	6.552212935
Hsa.34510	8.249138691	5.676539501	6.474263319	7.338418664	8.300060973	7.053277786	6.814910085	7.261162257	6.637272273	6.016466845	6.419517144	5.478293393	6.280603162	7.350531466	7.770701187	7.07403094	7.396937556	7.996360498	6.401135513	7.543522076	8.549084091	7.711181803	7.508565389	8.027254131	7.913684714	7.445335305	7.185398207	7.505072637	8.961841275	7.389333656	8.277515387	7.490827591	8.754036199	7.607333894	7.65552149	8.100541113	7.888210019	7.27584815	7.007448721	7.800240279	6.641445807	7.063920393	7.619792814	7.761786051	7.188861591	7.700007829	7.696841923	6.67539482	7.722474839	7.510149052	7.720450591
Hsa.33338	6.629370723	6.920391277	6.681456067	6.431755043	7.805619071	6.196369712	6.353687539	7.584771001	6.978203012	7.110962297	7.12527014	5.864701372	6.485564463	6.890736941	7.030028091	6.260644904	7.176279335	7.110962297	6.723844775	8.198263629	7.207669333	6.073630225	7.367201948	6.932043259	7.433283902	6.856305035	7.188861591	6.366164257	8.518882182	6.754018952	7.737627889	7.00212176	7.228969157	6.368413522	6.431755043	6.948122271	5.376782172	6.799933327	7.323659163	7.066597899	6.38364577	6.004490519	6.793509967	7.942946719	6.910461884	6.83820154	5.868521889	5.974085174	6.629370723	7.536045378	7.026327102
Hsa.27300	6.966404045	8.229084711	8.266389851	8.377839538	7.41592028	6.745981115	7.371224398	6.375846621	8.442474691	7.256560253	7.344030972	7.508565389	7.508565389	7.709543009	7.407042936	7.078784385	8.268391077	7.793801511	7.381072605	7.611010514	7.827293527	7.309926633	6.04882258	6.910461884	8.934154538	6.787076843	6.673100449	6.412235195	6.808343527	7.028187697	6.803899872	7.443083907	6.781122771	5.436510062	7.012213608	7.003787189	6.99838661	6.443264416	6.922136451	5.035056255	7.988362179	7.338418664	6.906642369	6.813226759	7.793801511	7.120548937	4.583924706	6.208767702	7.300469179	7.251549602	6.181740583
Hsa.25522	5.877289082	6.478760488	4.762563145	6.904938535	5.65690228	6.409815196	6.728091671	5.56389618	6.487430333	6.401135513	6.697615556	7.277425397	7.153597793	7.992714532	7.564982886	7.567141574	7.823467916	7.277425397	6.346033255	7.066597899	7.481894458	6.873892559	6.056202416	7.412295301	8.291651233	7.668464132	7.44163367	5.472398675	7.805619071	7.314961058	7.407042936	8.220768372	6.916176116	6.243456566	5.868521889	7.134431289	6.378950652	6.896847996	6.906642369	7.16540952	6.405396785	6.728091671	6.474263319	6.403465652	7.181798281	5.881123831	6.876005922	5.617608466	8.210043624	7.320408975	6.366164257
Hsa.2678	7.082664136	6.843773174	7.630393963	7.505072637	5.598861744	7.030028091	7.115102399	7.16540952	7.467175596	8.065450881	7.455634793	6.629370723	5.92034325	7.564982886	7.551542065	6.692114879	7.259652158	7.55743529	6.922136451	6.952305381	6.646401928	6.703620073	6.623182948	6.937576003	5.606045755	7.282592255	6.926194592	5.006283544	6.735292873	7.614484257	6.609240709	6.094348461	6.633344487	7.246181261	6.527640954	6.196369712	5.935018629	5.890729097	7.340438796	4.90814659	7.859085863	7.031554922	6.547581176	5.99337123	7.271928338	6.900695442	7.609577925	6.300988681	5.739752305	6.535132367	5.977309471
Hsa.663	7.020155537	7.79656824	7.84386332	7.151988732	6.922136451	7.35237667	6.656424863	7.67672716	7.802165068	6.813226759	8.171852316	8.928775281	8.561881028	7.32544909	7.374852985	7.555297895	6.448029688	7.779029848	7.78982389	8.534379451	8.413309221	7.588169367	7.722474839	8.527957446	7.167002072	8.828082214	7.577962339	7.632043011	9.269855121	7.609577925	8.50337182	9.296376362	7.309926633	8.684767281	7.819681573	8.220768372	7.946662952	7.51606981	8.434434528	8.055427642	6.378950652	8.115266044	7.70162954	7.917229617	6.697615556	7.891467206	7.737627889	7.835299637	7.852100556	7.016287106	8.085349094
Hsa.212	7.605607359	8.163556352	7.841886911	8.333800973	7.262749571	7.934195924	7.313171231	7.508565389	8.044630318	8.605811642	7.934195924	7.686172913	6.904938535	7.389333656	7.635569517	7.228969157	7.236301267	6.982007283	7.639473753	7.369429896	7.907785216	7.472669879	7.510149052	7.302345587	6.974198072	7.770701187	7.958040934	7.333608399	7.742608252	7.939724225	7.996360498	7.895054347	8.57592163	7.602241488	8.154216248	7.751258969	7.758111432	7.492972173	7.350531466	7.71630504	8.03877919	7.666889422	7.500794345	8.291651233	7.904332587	7.809264024	8.208751186	8.66483491	7.869538125	8.291651233	8.009989304
Hsa.1253	8.232627492	6.311811293	4.711459381	5.966818931	7.709543009	7.755003844	8.174119487	7.525376829	5.957102042	7.684273544	8.772963679	5.800077415	7.772392269	8.284091235	8.608602999	8.410565556	8.392644264	8.11160687	7.759864565	6.493230497	8.109702615	8.786242748	8.466520557	8.168207062	7.356566981	7.992714532	8.309614239	8.872171928	7.508565389	8.014949142	7.459756823	7.469035179	8.042489012	7.495963312	6.941475527	7.494425934	6.461743472	8.820228383	7.800240279	6.707604051	6.45049557	8.440507528	7.547353551	7.646429802	7.978713227	7.595513767	8.468583974	8.415351282	6.904938535	8.236747971	7.354772624
Hsa.2904	7.391196461	6.943136777	7.867389352	7.016287106	8.483653273	6.171949946	6.45049557	7.293339629	6.692114879	8.348239131	8.538998044	6.434838039	7.728156421	8.804904374	8.086803965	7.614484257	7.869538125	8.115266044	7.951655095	8.93661467	8.294176786	7.547353551	8.919813887	7.934195924	6.275556824	8.08867114	8.413309221	7.772392269	8.830873977	8.277515387	8.518882182	7.593903107	8.271060089	8.040541617	7.869538125	7.525376829	7.358651201	7.033435435	8.807309733	8.625348272	6.375846621	6.485564463	7.621433929	8.57592163	7.545667012	8.02079001	8.240969783	6.711503788	8.344436233	8.306963505	8.266389851
Hsa.1066	7.304630268	5.391802083	6.160089368	6.168285525	4.095897204	6.375846621	6.426873415	5.868521889	4.94142441	6.749426135	6.260644904	6.409815196	6.539941747	6.035439446	6.292182085	6.217155652	6.854271199	6.79132046	8.190041297	6.517539862	5.122699434	6.604485079	6.343714417	6.515336131	7.728156421	5.331465986	6.228924174	7.313171231	6.455576465	7.470296753	6.246230308	6.453177687	6.793509967	6.295293474	6.873892559	6.847869647	8.726265411	6.936005256	6.289557848	6.776537037	6.478760488	7.192571223	6.438912553	7.407042936	7.190874482	6.602197179	7.113370818	7.20444651	7.10297639	7.168615511	7.553535161
Hsa.3208	6.346033255	6.232809276	6.776537037	6.429410791	6.584167248	6.222967806	6.495687427	7.888210019	6.523921068	6.890736941	7.143740336	6.220136447	6.961040732	6.896847996	7.363633166	7.130836236	6.813226759	6.328356432	6.596211402	7.234270451	6.902748542	7.215202613	7.033435435	6.613208432	6.067286887	6.217155652	6.787076843	6.156766513	6.834338514	6.455576465	7.116949255	6.877940126	6.866491256	6.508293181	6.656424863	7.026327102	7.097344032	6.596211402	7.031554922	7.527287813	6.370577735	5.676539501	7.447221902	6.783391171	6.517539862	6.260644904	6.530057649	6.937576003	7.021708963	6.821358418	6.243456566
Hsa.3263	7.107152941	6.508293181	6.566248038	6.325762425	7.869538125	6.378950652	6.639547273	7.7866069	6.254827473	7.188861591	8.094350164	7.492972173	6.832148881	9.130525311	8.775685675	8.417617762	8.466520557	8.971341904	7.382610082	8.632833417	8.453475097	8.062939192	9.342584781	8.96529834	7.207669333	8.489976761	9.596726593	7.410585387	8.839023923	7.320408975	9.829554471	8.501070539	7.624670483	8.408629008	7.537611701	6.916176116	6.363247396	8.350349668	6.854271199	8.703048998	6.368413522	5.554395753	7.130836236	7.33659294	6.957545822	6.918072635	6.735292873	6.178197382	8.739153972	7.861367111	7.459756823
Hsa.1569	8.442474691	7.218696811	7.980980713	7.731869723	8.859445614	7.619792814	6.882570085	5.823400115	6.954485271	7.960428939	7.030028091	7.239758653	7.020155537	8.601228036	7.678533127	7.520791012	7.78982389	7.627016043	9.273431289	7.857143259	6.781122771	7.590122193	7.948603673	7.476227492	7.323659163	6.822989129	7.660780334	8.938852044	7.146906128	8.115266044	7.172262961	7.300469179	8.423900717	7.238042556	8.57592163	8.417617762	10.36667861	8.58298811	7.642979835	8.003575942	6.366164257	9.261315076	7.391196461	8.64400336	8.498479295	8.794176865	6.695194608	8.620154777	8.018675808	8.413309221	8.791073065
Hsa.32535	7.88249613	7.35237667	7.823467916	6.770650041	7.720450591	7.437746704	7.627016043	7.412295301	7.788301556	6.735292873	7.483794978	7.547353551	6.768538657	6.69363983	6.692114879	6.793509967	6.554618557	6.398655438	6.147828587	7.463803841	7.930841283	7.270464137	7.264494057	7.436426776	7.244663063	6.758418814	7.110962297	6.862325401	7.306633566	7.120548937	8.214622295	7.134431289	7.520791012	6.105776742	6.604485079	7.913684714	6.103304731	6.512884435	7.756684365	7.564982886	7.541837294	6.103304731	7.7866069	7.814543188	7.744621198	6.333634365	6.348271262	6.725936813	7.050384082	7.607333894	7.143740336
Hsa.23150	6.846103016	7.27584815	7.595513767	7.741010227	7.000038176	7.405738516	7.075658564	5.548580807	7.108905483	7.20444651	7.016287106	7.033435435	6.353687539	6.525750642	6.945026534	6.828521438	6.985768502	6.38364577	7.264494057	6.350953435	7.296719385	6.455576465	7.016287106	7.127277141	6.008764745	7.161964053	7.354772624	6.799933327	6.840140352	6.434838039	7.42135498	6.386410464	7.731869723	6.932043259	7.288101017	6.249322995	6.783391171	6.44066291	6.455576465	7.132890227	6.66082173	6.012709234	5.716893567	7.398829182	6.864575578	6.125408471	8.052213929	7.825552793	6.476420887	6.99642884	7.136285008
Hsa.27488	6.508293181	7.298780982	7.35237667	7.323659163	6.560816015	7.527287813	6.819219043	5.543650538	6.378950652	5.661828657	5.197302315	8.11160687	6.303901508	6.730469042	6.723844775	6.877940126	7.47478143	7.00892555	6.83820154	7.044894674	7.232009256	6.739288469	6.431755043	6.147828587	6.403465652	7.099149255	7.007448721	6.739288469	6.864575578	6.912352402	6.99838661	7.374852985	6.933723013	6.257898764	6.961040732	6.939871117	6.519354712	6.498860785	6.333634365	6.991483444	6.550153452	7.020155537	5.559649696	6.830121582	7.156161386	6.699320569	7.24290978	6.39340845	6.929779546	6.697615556	6.001130298
Hsa.2715	4.986396254	9.596726593	8.466520557	10.00192298	8.625348272	9.206971403	9.516676372	9.462797437	9.846233717	8.938852044	7.322188396	8.21678653	6.778935558	7.104723865	8.891377536	7.376465721	8.637686548	7.977196817	7.344030972	8.146926652	7.853623468	7.414460197	6.914298322	7.867389352	7.755003844	7.58654806	8.468583974	7.878195318	7.151988732	9.557711659	7.419894954	6.426873415	10.25646248	9.819591448	9.564874743	10.274157	9.050223004	6.978203012	10.37831251	6.982007283	10.12113701	10.40126887	8.660469829	9.180336299	11.41062428	9.667253212	9.225100126	8.880111282	7.966365899	11.3248409	9.98284411
Hsa.3086	8.036731081	7.295195697	7.494425934	7.060099697	7.110962297	8.115266044	7.728156421	6.5819076	7.648168516	7.115102399	6.99642884	5.580665836	6.959227951	7.320408975	7.134431289	7.427064076	7.938030574	7.900776259	7.51920631	8.042489012	8.046321361	7.434996723	7.318493245	6.847869647	8.589953721	6.819219043	6.323218962	6.424724372	5.77423019	6.972107098	4.515821901	6.550153452	7.010314234	5.795710818	6.401135513	6.04882258	6.743442434	6.840140352	5.810069885	6.094348461	6.353687539	5.730547928	5.436510062	6.029160743	6.604485079	6.768538657	6.100886114	6.888949418	6.876005922	7.018070924	6.814910085
Hsa.2867	7.113370818	6.241037465	6.403465652	5.42911918	7.224516775	5.805304939	7.529053914	7.365230261	6.114605475	6.108989767	8.432314241	5.810069885	6.749426135	8.065450881	7.873887599	7.448984852	7.241374292	8.559191418	6.338651569	7.42135498	7.632043011	7.134431289	8.249138691	7.946662952	7.030028091	7.982779261	7.907785216	7.534315435	7.819681573	6.872203213	8.376023834	7.758111432	7.306633566	7.741010227	7.42135498	6.424724372	5.941837078	6.422029489	6.213852093	7.577962339	6.350953435	6.001130298	6.564070797	6.211662255	6.521521924	6.422029489	7.547353551	5.122699434	7.986398089	7.407042936	6.69363983
